,Name,Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Jupiter Tisserand Invariant,Epoch Osculation,Semi Major Axis,Asc Node Longitude,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,approach_year,approach_month,approach_day,Orbital Period,Orbit Uncertainity,Hazardous
10,3444370,790762000000.0,Slow,80716.91873,50154.35431,0.201039988,78.2045517,30075154.0,18687834.0,7.033,2458000.5,0.813876725,117.111224,220.9403708,1.201135123,2457996.36,5.556806413,1.342351124,1995.0,1.0,22.0,Low,Medium,False
11,3448992,790762000000.0,Slow,62188.60127,38641.57838,0.431015587,167.6650543,64479012.0,23911784.835555866,5.126265167737331,2458000.5,1.240789318,161.9335186,185.14892384053795,1.8981149729040065,2458172.58,46.68495945,0.7610904264177131,1995.0,1.0,22.0,Low,Medium,False
12,3611400,790762000000.0,Slow,50516.969113574676,27107.89491,0.359801412,139.9627533,53825524.0,33445630.0,6.384,2458000.5,1.3582424092109981,20.49127087,128.4631299,1.234290608,2458172.58,66.77697674,0.7610904264177131,1995.0,1.0,22.0,Low,Low,False
13,2162854,792230000000.0,Very Slow,38987.73464,24225.46212,0.430655991,100.70988334300175,64425220.0,40031976.0,4.862,2458000.5,1.3582424092109981,122.4368332,185.14892384053795,1.52051299,2457976.985,15.23187455,0.7610904264177131,1995.0,2.0,8.0,Low,Low,False
14,3446396,792230000000.0,,142579.1805,88593.15801,0.300963141,117.0746613,45023444.0,27976272.0,5.126265167737331,2458000.5,1.3582424092109981,163.2099234,199.3714587,3.690061555,2458172.58,37.51725738,0.353025346,1995.0,2.0,8.0,Medium,Low,False
15,3764806,792230000000.0,Fast,50516.969113574676,56395.13143,0.495973992,100.70988334300175,74196656.0,46103664.0,6.89,2458000.5,1.3582424092109981,172.1857897060477,41.64832248,1.207501211,2458172.58,96.60735473,1.285826904,1995.0,2.0,8.0,Low,Low,False
16,3314405,792835000000.0,Very Slow,11120.41414,31312.45573536955,0.2388245,100.70988334300175,35727636.0,22200124.0,3.788,2458000.5,1.95815426,172.1857897060477,34.30691815,2.697454147,2458172.58,182.73523715752074,0.359694437,1995.0,2.0,15.0,Medium,Low,False
17,3426410,792835000000.0,,50516.969113574676,44781.04228,0.478086995,185.9758453,38424405.43229847,44440964.0,6.469,2458000.5,0.907864593,172.1857897060477,7.392326564,1.8981149729040065,2457968.757,36.16756329,1.139390137,1995.0,2.0,15.0,Low,Low,False
18,3666785,792835000000.0,Very Slow,30694.75504,31312.45573536955,0.461259243,100.70988334300175,69003400.0,42876724.0,5.372,2458000.5,1.3582424092109981,28.85202161,271.6146744,1.469502839,2457770.913,182.73523715752074,0.782286503,1995.0,2.0,15.0,Low,Low,False
19,3702321,792835000000.0,,28510.28656,17715.18334,0.25822102652097634,41.72844696,38424405.43229847,9971469.0,6.519,2458000.5,0.913730316,177.8573023,90.64125634,1.052083571,2458172.58,203.9869516,0.7610904264177131,1995.0,2.0,15.0,Low,Low,False
20,3719196,792835000000.0,,16759.72294,10413.84007,0.25822102652097634,100.70988334300175,38220508.0,23749122.0,6.36,2458000.5,1.3582424092109981,229.0663218,185.14892384053795,1.100138258,2458042.506,314.5094251,1.082952201,1995.0,2.0,15.0,Low,Medium,False
21,3447920,793440000000.0,,7791.742256,4841.485626,0.422850158,164.4887085,63257484.0,39306380.0,3.753,2458000.5,1.978471309,142.2597511,38.66044218,2.78463971,2457957.835,15.11056876,0.354168098,1995.0,2.0,15.0,Medium,Low,False
22,3005973,793440000000.0,Fast,102308.2353,63570.35879,0.25822102652097634,18.88259506,7261686.5,23911784.835555866,6.152,2453548.5,0.906733743,172.1857897060477,322.3904958,1.694158469,2453597.575,303.9792986,1.14152232,1995.0,2.0,22.0,Low,Low,True
23,3660308,794650000000.0,,37985.47118,23602.69458,0.019738226,7.678170204,2952796.75,1834782.875,5.126265167737331,2458000.5,1.357919278,341.2186362,237.1733163,1.899484655,2458172.58,182.73523715752074,0.622863875,1995.0,2.0,22.0,Low,Low,False
24,3348144,794650000000.0,Slow,63233.66755,39290.94193,0.434048959,168.845047,64932800.0,40347372.0,5.126265167737331,2458000.5,0.94032584,195.3700872,185.14892384053795,1.313993469,2458097.467,255.1877435,1.080902491,1995.0,2.0,22.0,Low,Low,False
25,3646046,794650000000.0,,50516.969113574676,43000.29881,0.102048126,39.69672394,38424405.43229847,9485966.0,5.149,2458000.5,1.183993437,172.1857897060477,55.21650962,1.479310862,2457816.155,141.0296512,0.7610904264177131,1995.0,2.0,22.0,Low,Low,True
26,3780693,794650000000.0,Very Slow,25790.93301,16025.48279,0.211596871,82.31118774,31654442.0,23911784.835555866,5.874,2458000.5,1.3582424092109981,172.1857897060477,185.14892384053795,1.363199477,2457901.624,92.63701924,0.7610904264177131,1995.0,2.0,22.0,Low,High,False
27,2162173,794650000000.0,Slow,50516.969113574676,30368.83139,0.350744911,136.4397736,52470692.0,32603776.0,5.308,2458000.5,1.189560559,251.5911063,211.446774,1.415915205,2457797.751,154.0217068,0.759668711,1995.0,3.0,8.0,Low,Low,True
28,3092312,794650000000.0,Slow,50516.969113574676,25657.90969,0.051770366,20.13867188,7744736.5,4812356.5,5.089,2458000.5,1.3582424092109981,172.1857897060477,292.6184517,1.763802986,2457751.689,178.6926558,0.7610904264177131,1995.0,3.0,8.0,Low,Low,False
29,3273782,794650000000.0,Slow,42950.31311,26687.65428,0.097544116,37.944664,38424405.43229847,23911784.835555866,7.48,2455882.5,1.3582424092109981,352.9223652,185.14892384053795,1.057832607,2455988.219,203.6522586,1.478900976,1995.0,3.0,8.0,Low,Low,False
30,3600106,794650000000.0,Very Slow,35546.91538,22087.47084,0.146699984,100.70988334300175,38424405.43229847,13636615.0,5.349,2458000.5,1.3582424092109981,336.8735047,185.14892384053795,1.446664836,2457796.516,182.73523715752074,0.7610904264177131,1995.0,3.0,8.0,Low,Medium,False
31,3684008,794650000000.0,Slow,57379.34578,35653.29405,0.172902903,67.25922394,25865906.0,16072328.0,5.126265167737331,2458000.5,1.442414905,151.7319137,97.07781957,2.073325675,2458172.58,317.5623087,0.568943017,1995.0,3.0,8.0,Medium,Medium,False
32,3751815,794650000000.0,,50516.969113574676,31312.45573536955,0.25822102652097634,129.6083069,38424405.43229847,30971322.0,6.708,2458000.5,0.865355365,64.12627503,292.8831881,1.310067172,2458172.58,140.1980047,0.7610904264177131,1995.0,3.0,8.0,Low,Low,False
33,2483656,794650000000.0,,42950.20292,26687.58581,0.097543755,37.94451904,38424405.43229847,9067258.0,7.48,2456125.5,0.762953501,352.9209235,185.14892384053795,1.057793118,2458172.58,203.0327732,1.47896184,1995.0,3.0,8.0,Low,Low,False
34,3182169,795254000000.0,Very Slow,13816.86035,8585.2597,0.25822102652097634,33.64254761,12937927.0,8039255.0,5.694,2458000.5,1.08505392,143.9720934,2.124647144,1.275511373,2458172.58,343.2780838,0.872021301,1995.0,3.0,15.0,Low,Low,False
35,2267221,795859000000.0,Slow,52742.18585,32771.9432,0.25822102652097634,191.9521637,38424405.43229847,45869068.0,5.679,2458000.5,1.039069958,211.1661459,111.2704878,1.724513416,2458022.991,339.0708465,0.930543952,1995.0,3.0,22.0,Low,Low,True
36,2382875,795859000000.0,,50516.969113574676,16810.02469,0.499180379,194.1811676,38424405.43229847,46401716.0,5.126265167737331,2458000.5,1.298712854,42.77459458,283.6789059,1.8981149729040065,2458172.58,282.4479213,0.7610904264177131,1995.0,3.0,22.0,Low,Low,False
37,2396793,795859000000.0,Slow,50516.969113574676,32172.93271,0.420966184,163.7558441,62975644.0,23911784.835555866,5.126265167737331,2458000.5,1.067729565,228.3483096,179.9055931,1.8981149729040065,2458175.962,182.73523715752074,0.7610904264177131,1995.0,3.0,22.0,Low,Low,False
38,2419472,795859000000.0,Slow,59537.69736,36994.40978,0.37246233,144.8878479,55719572.0,34622536.0,5.118,2458000.5,1.3582424092109981,172.1857897060477,185.14892384053795,1.470259485,2458172.58,196.5243824,0.726894008,1995.0,3.0,22.0,Low,Low,True
39,3647009,795859000000.0,Very Slow,26420.907,16416.92413,0.071064889,27.64424133,38424405.43229847,6605894.0,5.126265167737331,2458000.5,1.3582424092109981,330.7831998,290.4836428,1.404419606,2457820.163,182.73523715752074,0.7610904264177131,1995.0,3.0,22.0,Low,Low,False
40,3713321,795859000000.0,Very Slow,50516.969113574676,31312.45573536955,0.25822102652097634,153.0773468,58869008.0,36579508.0,4.698,2458000.5,1.408325756,158.2260558,28.4122282,1.725882064,2457721.451,182.73523715752074,0.7610904264177131,1995.0,3.0,22.0,Low,Medium,False
41,3747315,795859000000.0,Fast,82168.66311,51056.41181,0.472964258,183.9830933,70754448.0,23911784.835555866,5.126265167737331,2458000.5,0.841631581,171.1772581,218.2204921,1.8981149729040065,2457932.079,87.33995138,1.276500647,1995.0,3.0,22.0,Low,High,False
42,3771614,797324000000.0,,73347.20038,45575.09792,0.224380966,100.70988334300175,33566916.0,20857514.0,5.126265167737331,2458000.5,1.235912133,356.5439055,185.14892384053795,1.8981149729040065,2458172.58,90.33855226,0.717336088,1995.0,3.0,22.0,Low,Low,False
43,2312942,797324000000.0,Fast,50516.969113574676,51360.00677,0.086732912,33.73910141,38424405.43229847,8062327.5,5.126265167737331,2458000.5,1.3582424092109981,172.1857897060477,299.7393342,4.020893403,2458582.733,191.4543291,0.7610904264177131,1995.0,4.0,8.0,High,Low,False
44,3170221,797324000000.0,,27059.26388,16813.57427,0.25822102652097634,91.82387543,35312740.0,23911784.835555866,5.126265167737331,2458000.5,0.988667858,264.4056022,87.81644304,1.8981149729040065,2457942.407,58.24402434,0.7610904264177131,1995.0,4.0,8.0,Low,Low,False
45,3601408,797324000000.0,,77525.04416,31312.45573536955,0.467475832,100.70988334300175,69933392.0,43454592.0,5.126265167737331,2458000.5,1.3582424092109981,190.8023227,16.17455003,3.251179614,2458172.58,217.6120228,0.291920064,1995.0,4.0,8.0,High,Low,False
46,3772759,797324000000.0,,48932.03858,31312.45573536955,0.322858367,125.5919037,48298924.0,30011560.0,5.916,2458000.5,1.033210408,10.44411033,185.14892384053795,1.8981149729040065,2458145.012,224.3796114,0.7610904264177131,1995.0,4.0,8.0,Low,Medium,False
47,3409964,797929000000.0,Very Slow,50516.969113574676,31312.45573536955,0.382616727,148.8379059,38424405.43229847,35566448.0,5.126265167737331,2458000.5,1.052079403,172.1857897060477,242.2931976,1.36371177,2458172.58,182.73523715752074,0.913337515,1995.0,4.0,15.0,Low,Low,True
48,3562320,797929000000.0,Slow,50728.33138,31312.45573536955,0.268970285,104.6294403,40237380.0,25002350.0,5.126265167737331,2458000.5,0.863323089,18.6394879,344.8005314,1.034788039,2458132.945,197.2654368,0.7610904264177131,1995.0,4.0,15.0,Low,High,False
49,3747992,797929000000.0,,40318.2038,31312.45573536955,0.232869134,90.58609009,34836728.0,21646538.0,5.126265167737331,2458000.5,0.869336432,150.0050897,204.9786871,1.023604203,2457906.714,114.0409109,1.215968301,1995.0,4.0,15.0,Low,Low,False
50,3373683,798534000000.0,Very Slow,50516.969113574676,31312.45573536955,0.036241749,14.09803963,5421688.5,3368881.0,5.768,2458000.5,1.061197121,215.4436355,185.14892384053795,1.198138093,2457865.406,301.4816145,0.7610904264177131,1995.0,4.0,22.0,Low,Low,True
51,3719206,798534000000.0,Fast,93793.96984,58279.92531,0.400642975,155.8501129,59935336.0,37242092.0,5.126265167737331,2458000.5,1.3582424092109981,114.7292731,354.169234,2.298905386,2457734.923,144.3317647,0.543464194,1995.0,4.0,22.0,Medium,Low,False
52,3394543,798534000000.0,Slow,69367.00524,31312.45573536955,0.439236961,100.70988334300175,65708916.0,40829628.0,5.148,2458000.5,1.182148765,172.1857897060477,110.1549531,1.800723602,2458172.58,164.4894217,0.766824314,1995.0,5.0,22.0,Low,Low,True
53,2489486,799916000000.0,Very Slow,33497.51589,31312.45573536955,0.036241749,14.09803963,38424405.43229847,3368881.0,5.126265167737331,2458000.5,1.061191066,215.4428313,61.1891387,1.198101,2457865.417,121.7908146,0.90159957,1995.0,5.0,22.0,Low,Low,True
54,2356991,799916000000.0,,51633.11046,32082.80689,0.226923408,88.27320862,33947260.0,21093848.0,5.126265167737331,2458000.5,2.104018122,299.0216816,332.9520295,3.224375682,2457678.054,104.1327876,0.322945963,1995.0,5.0,8.0,High,Low,True
55,3648769,799916000000.0,Very Slow,39036.72631,24255.90363,0.307915058,100.70988334300175,46063436.0,28622494.0,6.379,2458000.5,0.935217007,204.1993483,23.65247194,1.166566083,2458103.637,247.6041478,0.7610904264177131,1995.0,5.0,8.0,Low,Low,False
56,3773650,799916000000.0,,50516.969113574676,31312.45573536955,0.25822102652097634,100.70988334300175,29137866.0,18105430.0,6.696,2458000.5,0.874062218,100.3027573,257.1689857,1.209601643,2457968.782,38.25533,1.206120092,1995.0,5.0,8.0,Low,Medium,False
57,2088959,800521000000.0,Very Fast,132850.034,82547.84474,0.25822102652097634,100.70988334300175,46238112.0,28731030.0,5.126265167737331,2458000.5,1.723590508,38.98727038,114.9699501,2.695657712,2458079.943,325.3972972,0.435564959,1995.0,5.0,15.0,Medium,Low,False
58,3277704,800521000000.0,,56869.50626,35336.4996,0.183460463,100.70988334300175,27445294.0,17053716.0,5.126265167737331,2458000.5,1.3582424092109981,172.1857897060477,246.8332903,1.335932256,2458117.764,267.2300401,0.791123175,1995.0,5.0,15.0,Low,Low,False
59,3459306,800521000000.0,Slow,50516.969113574676,45385.47826,0.20348541,79.15582275,30440984.0,18915152.0,5.126265167737331,2458000.5,1.3582424092109981,191.2587797,147.9375113,1.850759132,2458112.46,281.3684519,0.702318043,1995.0,5.0,15.0,Low,Low,False
60,3562321,800521000000.0,,71477.46223,44413.31535,0.149688242,58.22872543,22393042.0,13914392.0,5.126265167737331,2458000.5,0.896338941,38.7816058,185.14892384053795,1.368299666,2457976.506,27.86736523,1.161437054,1995.0,5.0,15.0,Low,Low,False
61,3701883,800521000000.0,,50516.969113574676,55292.26508,0.342575691,133.2619476,38424405.43229847,31844400.0,5.126265167737331,2458000.5,1.653696613,74.49124208,250.7422433,2.535524147,2457669.893,153.2259945,0.463468603,1995.0,5.0,15.0,Medium,Low,True
62,3728898,800521000000.0,,50516.969113574676,25493.05963,0.23383878,90.96328735,38424405.43229847,21736672.0,5.126265167737331,2458000.5,1.3582424092109981,16.98040476,125.979501,1.8981149729040065,2457807.135,165.1195034,0.853928014,1995.0,5.0,22.0,Low,Low,False
63,3484042,801126000000.0,Slow,50516.969113574676,31312.45573536955,0.109673913,100.70988334300175,16406984.0,10194827.0,4.044,2458000.5,1.661650553,72.21757892,185.14892384053795,2.477271393,2457629.305,182.73523715752074,0.460144811,1995.0,5.0,22.0,Medium,Low,False
64,3330689,801126000000.0,Slow,52866.63512,32849.27114,0.387056474,150.5649719,57902824.0,35979148.0,5.126265167737331,2458000.5,1.233608012,172.1857897060477,323.5602404,1.467602397,2457831.348,121.6788611,0.7610904264177131,1995.0,5.0,22.0,Low,Low,False
65,3605319,801126000000.0,Slow,70330.21491,31312.45573536955,0.346919794,100.70988334300175,51898464.0,32248210.0,5.126265167737331,2458000.5,2.269587545,95.20300055,158.5215331,3.611555024,2458172.58,189.5306371,0.288259524,1995.0,5.0,22.0,High,Low,False
66,3694462,801126000000.0,,17366.03508,10790.57885,0.401786572,156.2949677,38424405.43229847,37348396.0,4.769,2458000.5,1.3582424092109981,214.1302323,119.6465719,1.844104467,2458076.2,313.2636057,0.617388454,1995.0,5.0,22.0,Low,Low,False
67,3127399,802595000000.0,,41429.69471,25742.80114,0.025860867,100.70988334300175,38424405.43229847,2403917.75,5.054,2458000.5,1.253655419,172.1857897060477,38.56656344,1.507677719,2458172.58,285.6728098,0.702161156,1995.0,6.0,8.0,Low,Low,False
68,3397922,802595000000.0,Slow,50516.969113574676,41008.49263,0.355113415,138.1391144,53124212.0,33009854.0,5.208,2457800.5,1.187057032,91.30172769,58.29306828,1.465781824,2458172.58,349.2002761,0.762073213,1995.0,6.0,8.0,Low,Low,True
69,3672731,802595000000.0,Very Slow,50516.969113574676,17730.4782,0.162800323,100.70988334300175,24354582.0,15133236.0,5.537,2458000.5,1.12660195,242.5828956,318.5163366,1.8981149729040065,2458071.889,301.1588143,0.7610904264177131,1995.0,6.0,8.0,Low,Low,False
70,3463371,802595000000.0,Slow,70802.20429,43993.73632,0.25822102652097634,142.5784149,54831432.0,34070672.0,6.447,2458000.5,0.912717017,87.57392832,185.14892384053795,1.185759888,2458072.706,278.3844048,0.7610904264177131,1995.0,6.0,8.0,Low,Low,False
71,2484402,802595000000.0,Slow,50516.969113574676,41008.43356,0.355112424,138.1387329,53124064.0,33009764.0,5.208,2458000.5,1.187075903,172.1857897060477,58.30311252,1.8981149729040065,2457814.668,141.6139707,0.762055041,1995.0,6.0,8.0,Low,Low,True
72,3776112,802595000000.0,,62932.88134,31312.45573536955,0.323688706,100.70988334300175,48423144.0,23911784.835555866,5.612,2458000.5,1.062613441,280.3174925,202.1321893,1.493480811,2458172.58,194.9409037,0.899789906,1995.0,6.0,15.0,Low,Medium,False
73,2154244,803200000000.0,,58051.77385,36071.1147,0.300967103,117.0762024,38424405.43229847,23911784.835555866,3.367,2458000.5,2.306718529,213.2863018,98.03956329,3.571727313,2457601.275,112.3129187,0.281327487,1995.0,6.0,15.0,High,Low,False
74,3363380,803200000000.0,,48510.84603,31312.45573536955,0.065619911,25.52614403,9816599.0,6099751.5,5.126265167737331,2458000.5,1.150231298,268.096334,185.14892384053795,1.506541146,2458052.234,318.6663284,0.798962329,1995.0,6.0,15.0,Low,Low,False
75,3673983,803200000000.0,,50516.969113574676,31312.45573536955,0.094274903,100.70988334300175,38424405.43229847,8763400.0,4.633,2458000.5,1.438387666,172.1857897060477,18.9283631,1.771836034,2458172.58,309.8889443,0.571334103,1995.0,6.0,15.0,Medium,Low,False
76,3673919,803200000000.0,Slow,60977.87629,37889.28096,0.30841203,119.9722748,38424405.43229847,28668688.0,3.5,2458000.5,2.161978056,237.8567753,78.24190435,3.299497229,2458172.58,182.73523715752074,0.310046727,1995.0,6.0,15.0,High,Medium,False
77,2308242,803804000000.0,,47212.35124,29335.91903,0.046096606,17.93157959,38424405.43229847,23911784.835555866,7.557,2458000.5,0.753184434,272.692819,156.6239373,1.8981149729040065,2458103.876,204.1265053,0.7610904264177131,1995.0,6.0,22.0,Low,Low,True
78,2366746,803804000000.0,,39836.08405,24752.59345,0.48919103,190.2953033,73181936.0,45473148.0,5.556,2458000.5,1.087142229,246.7509553,256.0421444,1.588849709,2458057.799,310.1782421,0.869509888,1995.0,6.0,22.0,Low,Low,True
79,3545558,803804000000.0,,50516.969113574676,28077.96289,0.121790031,47.37631989,38424405.43229847,11321091.0,6.997,2458000.5,0.830728068,166.1544806,319.7961989,1.153422125,2458016.803,182.73523715752074,1.301714515,1995.0,6.0,22.0,Low,Low,False
80,3608823,803804000000.0,,45095.52508,28020.60557,0.373472573,145.2808228,38424405.43229847,34716444.0,5.126265167737331,2458000.5,0.929745407,323.4926065,264.2658161,1.264569188,2458072.033,281.3559795,0.7610904264177131,1995.0,6.0,22.0,Low,Low,False
81,3775092,803804000000.0,Slow,46207.17944,28711.34436,0.316918802,100.70988334300175,47410376.0,29459442.0,4.491,2458000.5,1.498548587,172.1857897060477,259.3072848,1.940385108,2457965.064,19.03910494,0.537276483,1995.0,7.0,22.0,Medium,Medium,False
82,2090416,805187000000.0,Fast,50516.969113574676,54498.61387,0.453782453,176.5213623,38424405.43229847,42181712.0,5.126265167737331,2458000.5,1.694978563,326.9024686,233.0557394,1.8981149729040065,2457919.652,36.11013318,0.446640148,1995.0,7.0,8.0,Medium,Low,True
83,2216523,805187000000.0,Very Slow,32231.40861,20027.34387,0.13830515,53.80070114,38424405.43229847,12856266.0,5.126265167737331,2456346.5,0.913852028,205.242573,211.1301077,1.290445731,2458172.58,330.2984546,1.128210803,1995.0,7.0,8.0,Low,Low,True
84,2309728,805187000000.0,Slow,56140.69577,31312.45573536955,0.387172398,100.70988334300175,57920168.0,35989924.0,5.126265167737331,2458000.5,1.3582424092109981,90.67146973,235.8207926,1.8981149729040065,2457630.109,138.6044237,0.374211514,1995.0,7.0,8.0,Medium,Low,False
85,2458418,805187000000.0,Fast,113787.8472,70703.34316,0.25822102652097634,100.70988334300175,38424405.43229847,38382964.0,3.594,2458000.5,1.854462055,124.7942813,237.7160546,2.851226417,2458172.58,264.9401354,0.7610904264177131,1995.0,7.0,8.0,Medium,Low,True
86,3007951,805187000000.0,Fast,50516.969113574676,71986.58653,0.25822102652097634,92.62763977,38424405.43229847,23911784.835555866,5.126265167737331,2458000.5,1.3582424092109981,276.4541322,185.14892384053795,1.906274498,2457979.537,182.73523715752074,0.897389304,1995.0,7.0,8.0,Low,Low,False
87,2495829,805792000000.0,,115853.0612,71986.58683,0.25822102652097634,100.70988334300175,35621840.0,22134386.0,5.289,2458000.5,1.064507658,276.4541315,160.1054356,1.906274507,2457979.537,18.81210291,0.7610904264177131,1995.0,7.0,15.0,Low,Low,False
88,3414393,805792000000.0,,66663.09174,41421.85276,0.32111022,124.9118729,48037404.0,29849060.0,4.574,2458000.5,1.376451096,106.1303161,244.0632687,1.717393412,2457658.844,324.390888,0.7610904264177131,1995.0,7.0,15.0,Low,Low,False
89,3440397,805792000000.0,Fast,50516.969113574676,69631.46766,0.479768445,186.6299286,38424405.43229847,44597264.0,3.918,2458000.5,1.733869194,317.3928578,228.7276848,2.786869979,2458218.506,265.8872187,0.431697544,1995.0,7.0,15.0,Low,Low,True
90,2470594,805792000000.0,,66663.07001,41421.83925,0.321111829,100.70988334300175,48037648.0,29849210.0,5.126265167737331,2458000.5,1.376501612,106.124859,244.0608254,1.717388349,2458172.58,208.5269511,0.7610904264177131,1995.0,7.0,15.0,Low,Low,False
91,3414402,805792000000.0,Fast,94852.32165,31312.45573536955,0.371910357,144.6731262,38424405.43229847,34571228.0,5.126265167737331,2458000.5,1.3582424092109981,296.3182957,56.5605408,1.8981149729040065,2458172.58,158.076077,0.377656728,1995.0,7.0,15.0,Medium,Low,False
92,2212359,806396000000.0,Slow,73050.47728,45390.72573,0.40689832,100.70988334300175,60871124.0,37823564.0,3.427,2458000.5,2.016449151,168.5299865,167.1005289,3.442908314,2458304.369,255.405256,0.344209745,1995.0,7.0,22.0,Medium,Low,False
93,2348314,806396000000.0,Slow,55231.99079,34319.01117,0.443298983,172.4433136,38424405.43229847,41207216.0,5.169,2458000.5,1.189569735,292.475757,185.14892384053795,1.8981149729040065,2458067.793,308.879961,0.759659922,1995.0,7.0,22.0,Low,Low,True
94,3560054,806396000000.0,Very Slow,35390.69803,21990.40345,0.326699935,127.0862808,38424405.43229847,30368658.0,6.424,2458000.5,1.3582424092109981,359.7151699,330.5650247,1.131459673,2458172.58,325.6108651,1.107221384,1995.0,7.0,22.0,Low,Medium,False
95,3666783,806396000000.0,,55490.65998,34479.73814,0.481554249,187.3246002,38424405.43229847,44763264.0,5.126265167737331,2458000.5,0.752153136,358.6587801,347.462346,0.956041852,2458042.556,296.4561445,1.510931126,1995.0,7.0,22.0,Low,Low,True
96,2307070,807865000000.0,,52917.50892,32880.88214,0.29796017,115.9065018,38424405.43229847,27697128.0,4.911,2458000.5,1.310034736,119.3113638,185.14892384053795,1.636811201,2458172.58,217.1735398,0.657324556,1995.0,8.0,8.0,Low,Low,False
97,2314082,807865000000.0,,76521.0624,47547.21235,0.25822102652097634,100.70988334300175,45663968.0,28374274.0,5.126265167737331,2458000.5,2.237486606,116.8191316,139.3276944,3.523952572,2458453.145,226.7028231,0.294485156,1995.0,8.0,8.0,High,Low,True
98,3008362,807865000000.0,Slow,50516.969113574676,44399.41074,0.483580263,100.70988334300175,72342576.0,44951592.0,4.593,2458000.5,1.367546505,118.9617954,305.8884069,1.8981149729040065,2458225.754,221.1766294,0.7610904264177131,1995.0,8.0,8.0,Low,Low,False
99,3182823,807865000000.0,Very Slow,50516.969113574676,31312.45573536955,0.039103509,15.21126461,5849801.5,3634898.25,6.997,2458000.5,0.830129387,243.0519125,185.14892384053795,1.168257114,2458037.143,312.250296,1.303122944,1995.0,8.0,8.0,Low,Medium,False
100,3390647,807865000000.0,Slow,57819.83861,35926.99916,0.49007135,100.70988334300175,73313632.0,45554980.0,5.126265167737331,2458000.5,0.906144457,211.1157355,44.63381586,1.8981149729040065,2458106.755,182.73523715752074,1.142636037,1995.0,8.0,8.0,Low,Low,True
